time,id,boll_num,money,first,second
7/6/2014,2014076,06  10  12  17  18  33  11,375634222,3  (鄂 湘 贵),76
7/3/2014,2014075,03  09  11  22  27  29  06,341705034,24  (京 冀 苏 赣..),169
7/1/2014,2014074,01  03  06  13  30  31  12,333005878,1  (桂),88
6/24/2014,2014071,02  04  12  17  22  25  14,332837230,34  (京 津 冀 晋..),432
6/22/2014,2014070,01  07  09  19  28  29  07,381932126,25  (津 吉 皖 赣..),199
6/19/2014,2014069,05  12  17  19  25  30  11,344427596,10  (晋 黑 苏 浙..),218
6/17/2014,2014068,04  12  13  22  27  29  16,333498724,3  (冀 滇),122
6/15/2014,2014067,01  06  07  17  18  23  06,369752334,16  (辽 黑 赣 鄂..),203
6/12/2014,2014066,02  05  15  17  18  21  16,326106482,3  (蒙 吉 豫),89
6/10/2014,2014065,03  04  05  08  10  22  06,331291864,14  (京 蒙 辽 沪..),131
6/8/2014,2014064,02  09  15  16  29  32  14,362553032,14  (辽 苏 赣 鲁..),287
6/5/2014,2014063,03  08  17  21  22  31  16,318559312,8  (黑 沪 苏 浙..),224
6/3/2014,2014062,06  09  15  24  25  26  09,324555900,58  (京 冀 晋 蒙..),396
6/1/2014,2014061,02  14  17  27  28  31  08,348086982,16  (黑 沪 鄂 粤..),210
5/29/2014,2014060,03  05  14  18  25  33  06,332537430,1  (滇),156
5/27/2014,2014059,05  08  12  13  23  25  13,332914310,14  (京 蒙 浙 赣..),192
5/25/2014,2014058,02  03  12  13  14  25  11,395239936,38  (京 冀 蒙 吉..),213
5/22/2014,2014057,02  04  12  18  23  31  08,357051002,6  (吉 苏 赣 豫..),92
5/20/2014,2014056,01  11  18  20  28  29  01,355820816,6  (京 苏 鲁 鄂..),117
5/18/2014,2014055,02  09  14  19  21  30  04,399255230,8  (晋 蒙 苏 浙..),141
5/15/2014,2014054,01  04  05  11  29  30  14,362404232,14  (晋 吉 沪 苏..),331
5/8/2014,2014051,10  16  19  21  23  24  13,355097144,7  (赣 鲁 川),69
5/6/2014,2014050,03  17  23  25  26  32  13,356974970,6  (浙 闽 深圳 桂..),117
5/4/2014,2014049,06  07  16  17  23  32  06,395100460,15  (京 津 辽 浙..),176
5/1/2014,2014048,06  09  16  17  24  25  16,328158768,10  (冀 晋 辽 皖..),209
4/29/2014,2014047,08  10  11  12  19  29  15,367083108,6  (冀 沪 苏 鲁..),231
4/27/2014,2014046,02  10  11  17  18  22  10,407325576,10  (津 冀 蒙 沪..),121
4/24/2014,2014045,02  04  09  11  19  22  15,375431708,22  (京 冀 赣 鲁..),128
4/22/2014,2014044,04  09  21  27  28  33  12,373074342,4  (湘 深圳),136
4/20/2014,2014043,02  05  09  14  24  33  09,415843112,16  (津 冀 辽 吉..),118
4/17/2014,2014042,12  15  20  25  28  33  14,373018334,0,90
4/15/2014,2014041,07  11  16  18  21  22  02,365242842,2  (吉 陕),93
4/13/2014,2014040,03  04  06  11  12  15  08,406009192,9  (京 津 蒙 苏..),119
4/10/2014,2014039,03  11  15  19  20  31  07,363687932,5  (吉 苏 桂 滇),274
4/8/2014,2014038,04  07  22  23  24  33  16,356364376,9  (蒙 浙 闽 湘),111
4/6/2014,2014037,06  13  14  24  25  30  07,385617546,18  (冀 沪 苏 浙..),261
4/3/2014,2014036,01  07  08  09  11  22  03,378585748,30  (京 津 辽 吉..),351
4/1/2014,2014035,07  08  09  17  32  33  06,385901784,10  (京 冀 吉 浙..),199
3/30/2014,2014034,01  03  04  08  25  31  06,432189956,20  (冀 蒙 吉 沪..),102
3/23/2014,2014031,04  10  16  17  21  27  14,443595958,16  (京 冀 晋 蒙..),368
3/20/2014,2014030,12  18  19  23  24  30  10,396594924,8  (冀 吉 浙 鄂..),208
3/18/2014,2014029,02  07  14  16  21  29  14,396072528,8  (蒙 黑 沪 苏..),137
3/16/2014,2014028,06  16  21  27  30  32  05,435709368,8  (京 津 蒙 辽..),72
3/13/2014,2014027,08  10  14  16  30  31  01,384105632,2  (皖 粤),75
3/11/2014,2014026,01  02  05  06  11  23  14,376888174,2  (辽 沪),135
3/9/2014,2014025,01  05  10  14  16  30  16,420328670,3  (皖 豫 渝),96
3/6/2014,2014024,08  10  16  20  23  30  09,380942014,24  (京 冀 苏 浙..),288
3/4/2014,2014023,07  09  13  17  21  22  10,379325720,13  (冀 晋 蒙 辽..),178
3/2/2014,2014022,04  06  07  10  21  26  16,422477050,8  (京 辽 苏 浙..),110
2/27/2014,2014021,08  10  15  17  22  29  12,376012996,9  (冀 辽 黑 苏..),119
2/25/2014,2014020,09  14  17  23  24  25  15,369800298,4  (辽 沪 赣),118
2/23/2014,2014019,02  10  15  19  20  21  07,409381396,5  (蒙 辽 苏 鄂..),95
2/20/2014,2014018,13  17  18  21  30  33  15,366787508,5  (鲁 豫 深圳 陕),51
2/18/2014,2014017,04  06  07  14  25  26  10,354286552,24  (京 冀 晋 辽..),218
2/16/2014,2014016,02  03  07  13  21  24  08,394728698,3  (辽 赣 湘),106
2/13/2014,2014015,02  11  19  30  32  33  09,345827928,11  (津 苏 浙 豫..),101
2/11/2014,2014014,04  09  19  22  25  29  15,340281006,10  (京 黑 闽 鲁..),128
1/26/2014,2014011,09  10  13  14  21  32  02,400827700,7  (京 辽 沪 苏..),120
1/23/2014,2014010,05  07  08  20  31  33  11,359922428,2  (鲁 滇),207
1/21/2014,2014009,08  09  19  20  25  32  16,348408848,6  (津 辽 浙 闽..),229
1/19/2014,2014008,05  14  16  21  29  30  12,392135484,8  (蒙 苏 皖 鲁..),189
1/16/2014,2014007,08  10  12  14  18  28  14,346606050,13  (沪 浙 皖 赣..),198
1/14/2014,2014006,03  04  07  17  21  27  14,369941458,70  (晋 浙 赣 豫..),296
1/12/2014,2014005,15  18  23  27  32  33  04,414088906,6  (苏 豫 湘 粤..),77
1/9/2014,2014004,01  04  19  22  24  25  15,373155800,5  (京 皖 鲁 粤),113
1/7/2014,2014003,06  10  11  28  30  33  12,363993362,6  (蒙 苏 闽 川..),147
1/5/2014,2014002,04  21  23  31  32  33  04,408021124,6  (蒙 黑 苏 皖..),105
1/2/2014,2014001,03  09  15  20  27  29  01,371341368,3  (晋 黑 新),139
12/31/2013,2013154,07  11  14  19  24  29  05,382836786,16  (沪 鄂 湘 粤),182
12/29/2013,2013153,08  11  13  18  28  33  10,394373774,6  (冀 辽 浙 渝..),116
12/26/2013,2013152,04  06  14  16  18  29  05,353968798,28  (京 冀 晋 黑..),213
12/24/2013,2013151,03  09  10  19  28  33  09,376460226,45  (京 津 蒙 黑..),391
12/22/2013,2013150,01  15  16  25  26  29  10,409001896,5  (冀 蒙 辽 湘),93
12/19/2013,2013149,09  18  25  26  30  32  11,369490424,9  (京 蒙 沪 苏..),117
12/17/2013,2013148,06  11  12  14  17  22  01,354333120,5  (京 皖 赣 湘..),120
12/10/2013,2013145,06  10  13  16  23  24  15,364933776,13  (冀 辽 黑 苏..),237
12/8/2013,2013144,05  07  12  19  27  31  02,406764784,12  (蒙 辽 沪 苏..),308
12/5/2013,2013143,12  18  21  22  27  32  11,364973022,8  (辽 沪 赣 鲁..),90
12/3/2013,2013142,11  12  14  20  22  29  14,356100256,8  (京 津 冀 晋..),119
12/1/2013,2013141,03  04  05  25  30  31  04,409703546,25  (京 津 冀 辽..),180
11/28/2013,2013140,01  05  12  13  21  22  10,359556480,4  (黑 苏 滇 宁),125
11/26/2013,2013139,07  08  11  13  21  27  08,372082440,25  (京 津 冀 辽..),184
11/24/2013,2013138,04  15  16  24  27  28  03,402650432,10  (吉 黑 沪 浙..),161
11/21/2013,2013137,04  17  19  23  24  27  10,379293130,27  (冀 辽 黑 沪..),420
11/19/2013,2013136,04  06  14  16  18  26  06,369164734,12  (京 晋 蒙 皖..),139
11/17/2013,2013135,09  23  24  25  29  31  12,406720240,5  (黑 浙 皖 鲁..),113
11/14/2013,2013134,01  17  18  19  25  29  10,372289714,16  (蒙 黑 沪 苏..),118
11/12/2013,2013133,04  07  12  19  22  25  01,361709328,12  (黑 苏 浙 鲁..),248
11/10/2013,2013132,20  21  22  23  25  27  12,420848208,25  (苏 粤 桂 贵..),176
11/7/2013,2013131,04  06  12  17  19  26  09,388319260,18  (京 冀 辽 黑..),130
11/5/2013,2013130,01  03  15  16  31  33  08,385080972,12  (京 冀 晋 黑..),115
11/3/2013,2013129,05  06  10  14  27  31  14,418710844,4  (黑 苏 皖 鲁),144
10/31/2013,2013128,07  13  17  19  25  31  08,381844688,8  (沪 浙 鄂 深圳..),156
10/24/2013,2013125,04  06  08  18  25  28  16,372984566,8  (辽 闽 湘 粤..),308
10/22/2013,2013124,03  09  15  23  25  30  07,347249642,8  (蒙 浙 皖 渝..),140
10/20/2013,2013123,01  02  06  11  17  25  02,385822278,12  (沪 浙 鲁 豫..),109
10/17/2013,2013122,07  10  13  15  26  27  11,345544080,10  (浙 闽 鲁 鄂..),173
10/15/2013,2013121,04  05  06  07  25  27  07,337100116,5  (蒙 辽 赣 豫..),155
10/13/2013,2013120,05  06  13  18  23  31  11,404684072,47  (京 冀 辽 吉..),447
10/10/2013,2013119,05  15  20  22  26  32  09,357071040,9  (沪 苏 鲁 鄂..),83
10/8/2013,2013118,02  03  17  22  32  33  16,343511272,6  (沪 苏 皖 粤..),93
10/6/2013,2013117,09  12  13  24  27  33  16,368579726,19  (辽 沪 苏 皖..),232
10/3/2013,2013116,12  15  21  26  32  33  07,312633700,2  (辽 苏),148
10/1/2013,2013115,03  12  16  17  18  27  08,319974332,13  (京 冀 晋 鲁..),122
9/29/2013,2013114,04  06  17  21  23  33  07,398506774,5  (黑 苏 豫 川..),97
9/26/2013,2013113,04  07  11  17  24  33  09,353992568,7  (冀 辽 皖 深圳..),147
9/24/2013,2013112,01  06  12  13  22  31  07,344881702,12  (浙 深圳 渝),77
9/22/2013,2013111,01  02  03  06  08  33  13,401502238,22  (京 冀 蒙 黑..),252
9/19/2013,2013110,15  17  18  21  29  32  13,341867256,4  (京 津 皖 粤),56
9/17/2013,2013109,09  23  24  27  29  32  08,351155742,5  (浙 豫 川 陕..),103
9/15/2013,2013108,16  21  22  28  31  32  05,384725718,3  (晋 吉 浙),60
9/8/2013,2013105,01  11  23  27  31  32  09,380197404,5  (赣 鲁 鄂),70
9/5/2013,2013104,01  02  04  15  17  28  11,339771188,4  (鲁 粤 滇 新),88
9/3/2013,2013103,02  04  09  13  18  20  07,329389008,5  (京 赣 川 贵..),111
9/1/2013,2013102,02  04  05  06  08  16  03,374113680,12  (冀 沪 浙 赣..),142
8/29/2013,2013101,05  07  09  23  27  32  01,339246710,4  (豫 桂 川 藏),83
8/27/2013,2013100,04  08  11  14  16  20  11,324850520,0,61
8/25/2013,2013099,05  11  20  21  26  31  03,359490506,13  (冀 黑 浙 皖..),173
8/22/2013,2013098,07  15  18  19  20  26  14,333979300,28  (冀 黑 苏 皖..),291
8/20/2013,2013097,05  14  17  22  23  25  07,326153582,3  (晋 鄂 粤),152
8/18/2013,2013096,01  02  22  28  29  30  15,364530978,9  (冀 浙 鲁 粤..),112
8/15/2013,2013095,01  06  15  19  28  29  10,321839422,5  (蒙 皖 湘 渝..),144
8/13/2013,2013094,02  04  14  18  20  22  07,320217972,11  (冀 辽 沪 苏..),113
8/11/2013,2013093,01  02  08  26  29  31  14,345826922,2  (赣 鲁),111
8/8/2013,2013092,07  11  15  21  26  31  06,311052518,8  (辽 黑 鄂 粤..),103
8/6/2013,2013091,04  14  24  25  28  31  10,308670790,22  (苏 粤 贵 青),61
8/4/2013,2013090,02  05  11  23  24  29  08,372773264,46  (京 津 苏 浙..),154
8/1/2013,2013089,04  08  12  19  21  25  13,337088774,14  (冀 苏 浙 闽..),210
7/30/2013,2013088,09  15  20  21  22  24  14,332225112,3  (辽 皖 鲁),119
7/23/2013,2013085,02  08  12  14  16  32  16,330145456,7  (晋 蒙 湘 粤..),135
7/21/2013,2013084,05  07  09  11  20  21  03,373588034,10  (京 冀 黑 苏..),136
7/18/2013,2013083,05  06  12  14  19  23  09,338036388,18  (晋 辽 沪 浙..),225
7/16/2013,2013082,04  13  14  20  22  30  06,326611872,5  (京 蒙 赣 桂),178
7/14/2013,2013081,01  04  10  13  21  31  13,359745012,4  (苏 浙 鄂 粤),122
7/11/2013,2013080,10  11  12  23  28  32  16,327918824,5  (辽 浙 赣 豫),103
7/9/2013,2013079,07  13  17  19  22  26  13,320512624,12  (蒙 吉 黑 浙..),102
7/7/2013,2013078,03  05  17  18  26  27  15,355637236,8  (京 辽 浙 闽..),223
7/4/2013,2013077,09  14  23  24  26  29  03,333114166,31  (京 津 冀 晋..),186
7/2/2013,2013076,14  23  24  26  29  30  03,326689120,1  (辽),43
6/30/2013,2013075,04  06  09  25  30  33  14,358276246,0,47
6/27/2013,2013074,03  06  08  14  19  32  03,320654782,3  (黑 赣 桂),101
6/25/2013,2013073,02  09  13  17  20  28  11,324559238,19  (京 晋 辽 浙..),185
6/23/2013,2013072,02  08  11  14  19  33  09,351392580,2  (冀 粤),144
6/20/2013,2013071,05  12  21  23  26  28  09,311914552,11  (冀 辽 沪 粤..),173
6/18/2013,2013070,02  03  09  10  28  30  06,296577242,13  (京 吉 沪 闽..),152
6/16/2013,2013069,07  16  17  18  30  33  06,369339396,105  (津 冀 鲁 鄂..),190
6/13/2013,2013068,02  07  13  20  25  27  06,329872238,10  (皖 粤 深圳 新),203
6/6/2013,2013065,07  18  19  23  29  30  02,334460176,5  (辽 鲁 陕),165
6/4/2013,2013064,01  09  13  22  25  32  12,328102052,5  (京 粤 桂 琼),72
6/2/2013,2013063,10  15  18  20  23  31  12,354390256,3  (苏 赣 鲁),84
5/30/2013,2013062,01  06  07  19  22  27  02,313979568,2  (晋 鄂),102
5/28/2013,2013061,05  06  07  12  13  18  12,335064726,43  (京 冀 吉 沪..),830
5/26/2013,2013060,05  07  10  13  19  20  15,368726696,8  (京 苏 浙 皖..),206
5/23/2013,2013059,03  10  18  24  27  29  09,339381758,11  (沪 苏 浙 鲁..),134
5/21/2013,2013058,08  11  17  21  23  24  05,338075776,13  (京 辽 浙 赣),243
5/19/2013,2013057,13  16  19  23  26  28  05,367207180,6  (京 津 辽 豫..),146
5/16/2013,2013056,03  12  25  26  28  29  16,330573576,5  (蒙 闽 赣 湘..),88
5/14/2013,2013055,08  18  19  22  27  32  06,328924474,6  (晋 桂),97
5/12/2013,2013054,03  04  08  14  21  28  14,367209526,14  (京 晋 皖 鲁..),202
5/9/2013,2013053,03  12  13  22  30  33  14,327360018,5  (苏 闽 鄂 甘),132
5/7/2013,2013052,06  07  14  21  22  24  13,320719928,8  (京 辽 黑 粤..),104
5/5/2013,2013051,08  12  15  19  28  29  02,377856082,33  (津 蒙 沪 苏..),450
5/2/2013,2013050,03  07  13  18  22  25  03,331969178,9  (蒙 沪 浙 鲁..),228
4/30/2013,2013049,10  13  14  16  21  32  14,295889902,2  (鲁 滇),41
4/28/2013,2013048,10  13  17  28  30  32  04,379712106,37  (津 豫 鄂 川),119
4/21/2013,2013045,06  07  08  14  23  31  12,389847482,7  (辽 鲁 深圳 桂..),138
4/18/2013,2013044,03  05  11  18  26  28  06,355471956,12  (蒙 黑 沪 鄂..),337
4/16/2013,2013043,03  06  14  15  17  25  16,358568922,16  (京 蒙 吉 黑..),247
4/14/2013,2013042,01  08  12  13  15  33  03,396763590,7  (京 苏 闽 湘..),131
4/11/2013,2013041,02  10  12  17  23  24  05,358260706,3  (苏 桂 新),295
4/9/2013,2013040,02  04  10  12  17  30  10,352650578,11  (晋 辽 苏 皖..),125
4/7/2013,2013039,01  02  14  15  24  29  06,390740078,7  (冀 辽 苏 浙..),94
4/4/2013,2013038,09  10  12  14  15  19  11,328400842,5  (冀 吉 沪 浙..),95
4/2/2013,2013037,02  15  18  27  28  32  14,350336028,6  (冀 黑 浙 闽..),157
3/31/2013,2013036,04  05  09  27  29  31  13,393497514,9  (京 辽 苏 皖..),182
3/28/2013,2013035,01  14  15  17  26  30  02,351498872,3  (浙 鄂 桂),78
3/26/2013,2013034,06  15  20  22  26  33  09,339315898,8  (苏 闽 豫),83
3/24/2013,2013033,05  06  13  17  19  28  01,397248028,44  (京 辽 苏 浙..),567
3/21/2013,2013032,04  21  25  29  30  33  03,365616360,2  (津 苏),68
3/19/2013,2013031,03  13  14  15  21  33  03,365951410,10  (蒙 浙 皖 鄂..),125
3/17/2013,2013030,07  14  18  25  26  29  06,405193314,7  (津 蒙 吉 鲁..),140
3/14/2013,2013029,06  07  10  19  23  29  12,367189222,12  (晋 蒙 粤 琼..),473
3/12/2013,2013028,07  08  14  25  26  28  13,363477764,6  (辽 闽 赣 鲁..),149
3/5/2013,2013025,16  17  18  24  25  30  08,365053994,27  (京 辽 浙 赣..),126
3/3/2013,2013024,04  05  13  23  27  30  09,397860528,17  (京 黑 皖 闽..),191
2/28/2013,2013023,03  06  15  18  30  32  05,359844386,4  (皖 渝 贵 滇),145
2/26/2013,2013022,02  04  07  09  15  20  07,349104140,6  (冀 蒙 赣 湘..),79
2/24/2013,2013021,01  06  17  19  26  31  11,386291388,7  (津 冀 晋 蒙..),104
2/21/2013,2013020,01  07  08  12  16  21  01,337611102,5  (黑 浙 鄂 湘),145
2/19/2013,2013019,01  02  05  16  20  26  06,316958200,5  (冀 晋 蒙 辽..),93
2/17/2013,2013018,02  08  13  28  29  30  05,364752666,10  (京 辽 苏 皖..),273
2/7/2013,2013017,04  06  12  30  31  32  09,339247106,3  (冀 闽),93
2/5/2013,2013016,02  05  06  12  14  28  05,327207104,12  (冀 吉 黑 沪..),99
2/3/2013,2013015,05  06  07  11  13  18  15,377989410,3  (蒙 豫),158
1/31/2013,2013014,02  04  05  17  19  20  08,348187310,20  (冀 辽 闽 豫..),235
1/29/2013,2013013,05  06  13  19  22  28  09,351745408,19  (冀 辽 吉 苏..),259
1/27/2013,2013012,06  14  17  22  28  29  02,389114476,3  (闽 粤 滇),144
1/24/2013,2013011,03  12  17  24  27  29  09,350274074,11  (津 冀 晋 蒙..),113
1/22/2013,2013010,01  09  11  17  32  33  12,347709230,5  (吉),74
1/20/2013,2013009,01  04  09  13  16  23  02,383674016,4  (沪 闽 鲁 滇),100
1/17/2013,2013008,03  08  17  21  25  32  15,341795384,6  (辽 吉 苏 粤..),311
1/10/2013,2013005,01  13  14  25  31  32  12,339352226,11  (冀 晋 蒙 苏..),117
1/8/2013,2013004,06  10  16  20  27  32  08,337097616,17  (津 蒙 辽 黑..),152
1/6/2013,2013003,22  23  26  27  28  33  09,367773688,4  (赣 鄂 川 青),90
1/3/2013,2013002,01  16  18  22  28  30  12,303822912,4  (辽 浙 闽 陕),63
1/1/2013,2013001,06  08  14  15  24  25  06,309153922,20  (冀 晋 沪 苏..),271
12/30/2012,2012154,05  07  12  16  28  32  04,349475260,5  (京 皖 赣 粤..),137
12/27/2012,2012153,04  05  11  21  27  28  10,315610858,14  (京 晋 沪 苏..),167
12/25/2012,2012152,10  12  18  22  28  29  07,327454924,36  (蒙 皖 赣 鲁..),220
12/23/2012,2012151,05  14  24  25  26  32  01,362492002,8  (冀 晋 沪 苏..),109
12/20/2012,2012150,09  11  17  23  24  26  07,325835512,4  (黑 苏 豫 湘),92
12/18/2012,2012149,01  05  13  25  26  32  13,314338172,2  (浙 滇),116
12/16/2012,2012148,03  06  11  17  21  31  07,373006912,64  (京 津 冀 晋..),1293
12/13/2012,2012147,02  12  15  23  24  32  09,330613366,8  (京 冀 赣 湘..),170
12/11/2012,2012146,01  05  07  13  29  32  13,320313400,5  (辽 皖 粤 川),107
12/9/2012,2012145,05  20  26  27  28  33  03,349657358,5  (鲁 湘 粤 桂..),112
12/6/2012,2012144,03  10  12  13  27  30  04,326127870,25  (蒙 辽 沪 苏..),125
12/4/2012,2012143,07  08  18  25  30  32  06,322260704,12  (蒙 黑 沪 苏..),130
12/2/2012,2012142,05  18  22  28  29  31  06,355971618,13  (冀 沪 皖 闽..),80
11/25/2012,2012139,08  19  21  24  28  31  15,359675456,6  (辽 吉 苏 鲁..),62
11/22/2012,2012138,01  07  16  17  19  21  14,322213636,4  (苏 鲁 鄂 川),109
11/20/2012,2012137,01  02  04  06  13  17  07,323374784,6  (冀 陕 新),34
11/18/2012,2012136,02  07  08  17  21  28  11,370704246,37  (京 辽 吉 黑..),155
11/15/2012,2012135,02  05  07  08  11  17  16,334488518,5  (滇),96
11/13/2012,2012134,02  05  06  07  13  23  15,331006688,1  (黑),84
11/11/2012,2012133,01  08  11  20  21  29  02,364736358,9  (津 晋 浙 闽..),210
11/8/2012,2012132,07  12  16  17  21  25  10,332827106,11  (辽 黑 沪 皖..),92
11/6/2012,2012131,06  18  19  26  28  32  12,334407788,21  (京 吉 黑 浙..),207
11/4/2012,2012130,01  03  15  20  22  31  03,355629806,3  (沪 粤 琼),59
11/1/2012,2012129,01  07  09  17  21  29  01,331737426,2  (沪 浙),92
10/30/2012,2012128,05  09  12  29  30  31  05,322643800,9  (吉 苏 浙 鄂..),135
10/28/2012,2012127,01  09  11  21  26  32  08,373363120,9  (京 蒙 苏 浙..),95
10/25/2012,2012126,03  05  12  15  23  24  07,336798500,15  (蒙 沪 苏 浙..),169
10/23/2012,2012125,08  12  13  26  29  33  01,337488334,20  (冀 蒙 闽 湘..),244
10/21/2012,2012124,06  07  21  25  27  33  11,369201172,5  (蒙 浙 粤 甘),158
10/18/2012,2012123,08  10  16  25  28  33  09,334799840,11  (京 吉 黑 湘..),78
10/16/2012,2012122,12  13  19  22  28  29  11,325004070,6  (晋 苏 浙 闽..),100
10/9/2012,2012119,12  20  25  26  27  28  13,321919326,50  (京 冀 晋 蒙..),85
10/7/2012,2012118,05  06  07  12  15  28  11,352094796,12  (冀 辽 吉 黑..),166
10/4/2012,2012117,13  15  18  20  24  28  09,285909300,8  (津 冀 辽 浙..),108
10/2/2012,2012116,03  21  26  29  31  32  03,270974690,3  (京 黑 粤),44
9/30/2012,2012115,03  08  20  24  26  32  14,330478202,7  (京 吉 浙 鲁..),86
9/27/2012,2012114,01  06  11  26  27  29  15,323638620,3  (苏 粤 新),115
9/25/2012,2012113,03  06  09  13  18  32  06,321721194,13  (京 晋 辽 沪..),162
9/23/2012,2012112,08  15  20  21  27  31  06,365453898,34  (冀 晋 蒙 辽..),203
9/20/2012,2012111,02  09  10  20  22  31  13,334284550,3  (京 皖),127
9/18/2012,2012110,03  07  10  13  22  32  09,327652012,16  (京 闽 豫 鄂..),218
9/16/2012,2012109,02  12  24  26  29  31  03,366377520,6  (浙 川 滇 陕),93
9/13/2012,2012108,01  09  12  13  19  28  13,329301702,8  (辽 沪 苏 豫..),139
9/11/2012,2012107,11  12  15  24  25  31  09,325537564,13  (蒙 黑 沪 苏..),127
9/9/2012,2012106,13  14  20  22  23  32  16,368837242,7  (冀 浙 闽 赣..),72
9/6/2012,2012105,06  13  14  15  17  30  04,332112822,8  (辽 苏 浙 赣..),110
9/4/2012,2012104,04  05  09  10  19  28  03,326123048,20  (京 蒙 辽 浙..),176
9/2/2012,2012103,04  09  11  14  32  33  02,364812438,6  (沪 浙 粤 贵),80
8/30/2012,2012102,13  25  27  28  29  30  15,330626818,4  (鲁 湘 陕),122
8/23/2012,2012099,08  12  15  16  21  27  16,334215270,8  (沪 苏 浙 鄂..),137
8/21/2012,2012098,02  12  19  26  29  31  09,328680072,12  (浙 豫 粤 深圳..),107
8/19/2012,2012097,05  08  13  14  19  22  06,362228722,14  (京 沪 皖 豫..),240
8/16/2012,2012096,04  07  11  16  29  33  07,324279054,11  (京 冀 吉 浙..),124
8/14/2012,2012095,17  24  27  28  29  30  02,324870412,3  (蒙 黑 新),92
8/12/2012,2012094,06  09  14  16  23  33  15,360208214,3  (蒙 粤 渝),120
8/9/2012,2012093,03  05  19  21  24  33  13,324000944,5  (浙 鲁 豫 粤..),68
8/7/2012,2012092,06  13  17  18  28  32  03,323643554,10  (京 冀 黑 沪..),218
8/5/2012,2012091,01  05  07  08  19  21  16,363226218,7  (京 黑 沪 浙..),198
8/2/2012,2012090,02  13  20  25  29  30  11,329354360,8  (京 吉 浙 鲁..),67
7/31/2012,2012089,03  07  10  13  14  25  11,323395064,11  (京 晋 闽 粤..),111
7/29/2012,2012088,03  05  23  24  27  31  15,363501734,6  (吉 闽 鄂 深圳..),122
7/26/2012,2012087,03  10  11  13  14  22  09,333397892,5  (蒙 辽 鲁 滇..),125
7/24/2012,2012086,08  09  13  15  22  23  08,329772984,14  (京 晋 黑 浙..),209
7/22/2012,2012085,05  17  24  30  31  33  05,365440332,9  (蒙 辽 沪 浙..),108
7/19/2012,2012084,02  10  20  26  28  29  14,340543862,6  (辽 黑 皖 鲁..),100
7/17/2012,2012083,04  09  14  15  26  33  04,337785246,7  (京 皖 赣 豫..),180
7/15/2012,2012082,02  04  11  18  22  29  06,376633434,9  (京 苏 赣 鲁..),269
7/8/2012,2012079,06  07  12  24  30  33  12,373462380,4  (豫 粤 桂 渝),127
7/5/2012,2012078,08  15  22  24  28  33  12,339534852,6  (冀 浙 赣 鄂..),90
7/3/2012,2012077,02  04  13  18  26  28  12,337698126,5  (京 津 冀 粤..),79
7/1/2012,2012076,11  18  22  27  29  30  15,379484266,3  (沪 粤 青),81
6/28/2012,2012075,04  06  22  23  29  32  11,351962062,23  (吉 鲁 粤 琼),77
6/26/2012,2012074,15  16  18  19  28  32  08,354427342,5  (津 沪 浙 深圳..),70
6/24/2012,2012073,04  07  09  10  17  27  05,383664428,8  (京 黑 浙 桂..),169
6/21/2012,2012072,02  03  07  09  13  30  06,349310588,2  (闽 粤),96
6/19/2012,2012071,03  04  19  21  22  23  08,359591294,8  (沪 苏 皖 赣..),104
6/17/2012,2012070,02  03  04  24  31  32  11,403726842,10  (晋 辽 浙 皖..),121
6/14/2012,2012069,08  10  11  18  20  29  06,363763394,19  (吉 浙 赣 深圳..),250
6/12/2012,2012068,05  17  22  26  32  33  10,379754544,117  (京 辽 苏 湘..),120
6/10/2012,2012067,04  05  10  21  26  30  16,415404644,10  (辽 苏 皖 赣..),181
6/7/2012,2012066,01  02  09  26  29  33  12,389067662,7  (京 辽 闽),158
6/5/2012,2012065,08  10  18  19  27  31  14,396002414,16  (京 晋 辽 沪..),152
6/3/2012,2012064,05  10  11  16  23  24  11,444563890,12  (京 吉 黑 沪..),135
5/31/2012,2012063,02  10  17  19  24  27  12,420166696,11  (京 辽 苏 浙..),95
5/29/2012,2012062,02  13  16  17  20  31  07,422402826,4  (沪 赣 鄂),102
5/22/2012,2012059,04  13  21  22  26  31  01,389786618,6  (冀 苏 闽 粤),205
5/20/2012,2012058,03  06  15  20  25  26  04,416752864,4  (京 黑 沪),204
5/17/2012,2012057,03  05  19  21  27  31  04,367753954,3  (蒙 皖 滇),143
5/15/2012,2012056,04  07  14  17  26  31  10,363402618,11  (京 冀 黑 苏..),193
5/13/2012,2012055,04  06  13  20  24  28  01,396120110,4  (晋 苏 桂 渝),110
5/10/2012,2012054,06  14  18  20  30  33  14,356190234,5  (浙 鲁 粤 川..),64
5/8/2012,2012053,04  15  22  25  27  33  04,342378036,1  (黑),140
5/6/2012,2012052,02  03  05  06  20  24  04,383696656,5  (京 苏 渝),104
5/3/2012,2012051,02  12  14  17  30  31  09,340256786,5  (蒙 沪 苏 桂..),116
5/1/2012,2012050,07  13  15  17  19  24  11,319513602,6  (京 闽 鄂 桂),98
4/29/2012,2012049,04  12  13  19  20  32  02,370994838,6  (晋 黑 深圳 桂..),95
4/26/2012,2012048,01  05  14  22  24  30  10,352087342,7  (冀 辽 吉 沪..),86
4/24/2012,2012047,06  07  11  16  32  33  11,346381150,6  (京 辽 浙 粤..),85
4/22/2012,2012046,04  12  19  20  23  33  06,391900112,10  (黑 浙 皖 粤..),209
4/19/2012,2012045,08  11  20  21  27  30  09,356502588,7  (黑 沪 苏 豫..),165
