time,id,boll_num,money,first,second
9/27/2016,2016113,01  11  16  17  20  26  14,301675518,6  (京 辽 鲁 鄂..),95
9/25/2016,2016112,06  12  14  15  18  25  12,339124224,8  (辽 吉 黑 苏..),105
9/22/2016,2016111,02  04  07  14  15  32  04,310894592,3  (黑 桂 贵),68
9/20/2016,2016110,05  07  28  31  32  33  08,306664040,5  (沪 浙 鲁 湘..),55
9/18/2016,2016109,09  11  15  16  27  33  05,339043452,8  (沪 闽 鲁 鄂..),93
9/15/2016,2016108,02  03  07  08  19  26  16,278530656,6  (辽 沪 浙 皖..),174
9/8/2016,2016105,08  10  19  27  28  31  16,304435234,13  (京 辽 浙 鄂..),153
9/6/2016,2016104,05  09  11  18  30  31  04,304391928,2  (皖 闽),72
9/4/2016,2016103,01  05  13  19  24  27  11,334526552,13  (沪 闽 豫 鄂..),116
9/1/2016,2016102,05  08  10  14  17  30  13,304528374,7  (蒙 赣 鄂 湘..),339
8/30/2016,2016101,01  03  19  24  32  33  01,303829992,3  (沪 琼 滇),45
8/28/2016,2016100,03  10  22  23  27  29  04,335027586,4  (津 赣 粤 贵),87
8/25/2016,2016099,01  11  21  23  27  33  06,300016648,4  (苏 闽 赣 川),111
8/23/2016,2016098,02  08  25  29  31  32  06,296350008,3  (湘 琼),63
8/21/2016,2016097,06  13  25  26  28  31  01,327274678,9  (晋 赣 鲁 鄂..),101
8/18/2016,2016096,06  13  14  21  22  24  16,296887214,5  (黑 闽 深圳 陕),110
8/16/2016,2016095,01  05  09  12  18  32  12,297413702,7  (浙 闽 粤 深圳..),73
8/14/2016,2016094,06  07  10  12  18  31  10,324311584,4  (皖 粤 深圳 陕),83
8/11/2016,2016093,06  09  15  17  25  27  09,298416216,18  (京 津 晋 沪..),131
8/9/2016,2016092,02  13  15  23  24  29  06,299992386,19  (京 蒙 辽 沪..),97
8/7/2016,2016091,04  08  14  22  23  28  07,329710234,17  (京 冀 晋 沪..),226
8/4/2016,2016090,02  13  17  20  21  26  07,294008068,23  (辽 苏 浙 皖..),164
8/2/2016,2016089,01  03  14  30  31  32  08,288232376,10  (冀 辽 浙 粤..),48
7/31/2016,2016088,03  14  16  18  25  33  15,320354148,5  (辽 苏 豫 陕),79
7/24/2016,2016085,01  12  19  20  21  25  16,319888112,7  (闽 鲁 鄂),245
7/21/2016,2016084,02  04  12  18  24  26  05,288778286,5  (鲁 豫 湘 贵..),101
7/19/2016,2016083,09  16  17  24  30  31  04,291921542,7  (京 冀 黑 苏..),99
7/17/2016,2016082,06  12  14  15  17  20  09,323658370,10  (吉 苏 粤 桂..),89
7/14/2016,2016081,02  06  15  25  30  32  07,288505018,3  (京 辽 新),73
7/12/2016,2016080,01  16  17  24  25  32  14,288372472,4  (闽 豫 粤 贵),88
7/10/2016,2016079,01  03  10  12  24  28  02,322821956,2  (沪),101
7/7/2016,2016078,02  04  08  23  26  29  02,296681554,6  (黑 皖 闽 渝..),65
7/5/2016,2016077,01  09  17  19  20  29  10,294629008,3  (沪 琼 甘),93
7/3/2016,2016076,07  08  13  22  30  32  01,331977974,6  (津 辽 闽 豫..),112
6/30/2016,2016075,01  03  06  16  29  32  07,295574016,0,65
6/28/2016,2016074,06  10  11  12  20  25  12,297584738,62  (京 晋 辽 苏..),154
6/26/2016,2016073,09  11  12  15  16  20  13,327032018,5  (皖 湘 粤 滇),80
6/23/2016,2016072,05  16  19  22  24  25  02,290670126,2  (辽 皖),79
6/21/2016,2016071,19  21  26  28  29  32  01,293734448,4  (苏 浙 闽 豫),83
6/19/2016,2016070,03  06  11  18  23  29  01,326894102,7  (黑 湘 粤 桂..),264
6/16/2016,2016069,08  10  11  20  21  27  11,300232584,6  (京 苏 浙 闽..),168
6/14/2016,2016068,08  19  23  28  31  32  01,295768168,2  (皖 湘),58
6/7/2016,2016065,13  16  22  25  26  27  14,298326848,2  (鲁 鄂),87
6/5/2016,2016064,03  12  14  17  19  26  03,332534594,11  (京 京 吉 吉..),116
6/2/2016,2016063,16  17  18  23  28  32  07,304409952,0,83
5/31/2016,2016062,12  13  15  18  19  21  09,305198008,2  (苏 川),116
5/29/2016,2016061,05  06  08  18  20  32  08,340147518,21  (京 蒙 苏 浙..),127
5/26/2016,2016060,04  05  22  26  29  32  08,320540202,15  (京 苏 浙 鄂..),47
5/24/2016,2016059,04  11  12  20  25  28  15,322601954,9  (苏 皖 闽 鄂..),153
5/22/2016,2016058,03  05  18  20  24  32  11,357296334,2  (沪 粤),130
5/19/2016,2016057,07  12  19  22  23  26  11,325499780,11  (沪 苏 皖 鲁..),256
5/17/2016,2016056,03  04  08  11  16  18  14,326490562,6  (京 冀 闽 粤..),180
5/15/2016,2016055,05  06  10  16  22  26  11,350383284,11  (沪 赣 湘 桂..),232
5/12/2016,2016054,06  11  16  19  28  32  04,324349586,8  (浙 鲁 湘 琼..),204
5/10/2016,2016053,02  08  10  12  29  31  01,320149454,5  (黑 苏 赣 贵..),165
5/8/2016,2016052,01  06  13  19  24  28  16,353216208,12  (晋 皖 豫 渝..),218
5/5/2016,2016051,01  02  04  09  15  33  12,324257380,2  (冀 苏),58
5/3/2016,2016050,09  12  24  28  29  30  02,308889140,4  (沪 浙 皖 豫),116
5/1/2016,2016049,06  08  13  14  22  27  10,330279014,15  (津 吉 赣 湘..),172
4/28/2016,2016048,03  08  13  14  15  30  04,329538828,6  (晋 皖 闽 鄂..),115
4/21/2016,2016045,04  09  12  17  30  32  03,336323174,1  (豫),86
4/19/2016,2016044,01  03  10  12  18  30  01,335979238,6  (冀 沪 鄂 粤..),147
4/17/2016,2016043,05  14  20  26  30  33  12,364494720,6  (浙 赣 湘 粤..),88
4/14/2016,2016042,07  14  17  23  26  31  09,334864386,11  (辽 黑 苏 皖..),129
4/12/2016,2016041,12  17  18  21  22  24  04,330501352,3  (京 渝 滇),98
4/10/2016,2016040,03  13  19  20  23  26  03,365246422,12  (吉 沪 浙 皖..),167
4/7/2016,2016039,01  03  07  18  19  27  16,335090614,5  (晋 辽 浙 鲁..),189
4/5/2016,2016038,03  12  13  22  28  29  03,325081790,4  (京 苏 湘 新),182
4/3/2016,2016037,06  15  26  31  32  33  16,350165940,3  (沪 湘 新),97
3/31/2016,2016036,03  04  07  09  20  22  03,348368584,2  (京 湘),116
3/29/2016,2016035,04  13  19  20  26  29  11,343407218,11  (冀 晋 辽 浙..),187
3/27/2016,2016034,03  15  21  22  23  28  15,380415644,1  (鄂),107
3/24/2016,2016033,06  17  18  20  27  29  15,338637474,2  (粤 甘),119
3/22/2016,2016032,08  12  14  15  21  27  15,339342300,5  (冀 浙 闽 湘..),154
3/20/2016,2016031,03  08  10  19  26  33  03,385818800,13  (京 吉 黑 浙..),191
3/17/2016,2016030,10  14  19  22  25  29  12,351985986,98  (京 津 冀 晋..),552
3/15/2016,2016029,12  15  18  20  21  27  15,347727124,5  (沪 皖 赣),99
3/13/2016,2016028,06  08  12  21  25  29  01,370238316,7  (辽 吉 浙 深圳),282
3/6/2016,2016025,04  11  12  17  24  30  12,379126514,19  (辽 吉 苏 浙..),420
3/3/2016,2016024,02  05  07  14  18  31  13,344808140,9  (沪 苏 浙 皖..),157
3/1/2016,2016023,03  06  10  19  25  29  07,337590682,14  (津 冀 黑 苏..),235
2/28/2016,2016022,04  09  19  22  23  30  07,370206784,8  (吉 苏 皖 鄂..),163
2/25/2016,2016021,09  11  13  22  24  26  05,330776764,5  (黑 沪 苏 贵..),172
2/23/2016,2016020,01  02  10  12  22  24  10,317041006,3  (浙 鲁),109
2/21/2016,2016019,06  13  16  17  23  30  10,354746834,51  (京 辽 吉 黑..),231
2/18/2016,2016018,12  13  14  17  21  25  04,316712952,5  (浙 皖 鲁 川..),81
2/16/2016,2016017,05  06  08  20  22  30  05,293890064,12  (蒙 苏 浙 赣..),189
2/14/2016,2016016,01  20  22  24  25  26  16,316931514,5  (吉 黑 皖 滇),91
2/4/2016,2016015,01  02  14  22  25  26  07,346224370,5  (冀 浙 粤 滇),87
2/2/2016,2016014,02  08  10  18  20  27  07,321027466,45  (苏 浙 皖 豫..),113
1/31/2016,2016013,07  12  21  22  26  31  01,370420948,3  (苏 鲁),100
1/28/2016,2016012,07  12  14  16  27  32  15,336562836,2  (吉 黑),87
1/26/2016,2016011,03  08  10  15  22  29  12,332990472,43  (辽 浙 豫 鄂..),232
1/24/2016,2016010,02  04  12  14  19  25  06,359088730,14  (辽 鲁 川),121
1/21/2016,2016009,10  14  24  25  27  32  04,341116278,3  (沪 鄂 贵),71
1/19/2016,2016008,02  15  24  29  32  33  02,355411856,5  (晋 浙 鲁 鄂..),73
1/12/2016,2016005,11  14  18  20  31  33  14,347622842,56  (苏 闽 鲁 粤..),55
1/10/2016,2016004,08  10  17  22  25  33  12,376467244,9  (浙 皖 豫 湘..),299
1/7/2016,2016003,01  10  14  23  26  28  01,351825302,12  (辽 苏 浙 皖..),170
1/5/2016,2016002,09  14  17  20  24  30  16,343096096,5  (苏 闽 鲁 豫..),231
1/3/2016,2016001,06  13  16  18  20  22  13,388445976,5  (辽 浙 赣 湘..),154
12/31/2015,2015154,07  09  11  15  18  25  07,364605498,13  (津 冀 黑 浙..),120
12/29/2015,2015153,08  11  15  22  27  29  03,348341018,15  (京 辽 黑 皖..),143
12/27/2015,2015152,11  18  19  21  29  32  12,392322240,14  (冀 蒙 辽 沪..),102
12/24/2015,2015151,05  06  08  23  31  32  11,350309390,5  (京 豫 粤 深圳..),74
12/22/2015,2015150,01  03  08  11  29  31  13,333813118,1  (浙),225
12/20/2015,2015149,09  10  20  21  22  33  09,368458204,40  (冀 辽 吉 黑..),340
12/17/2015,2015148,09  13  14  22  26  27  07,330278892,18  (沪 苏 浙 皖..),298
12/15/2015,2015147,08  09  16  23  24  30  05,331495570,29  (辽 苏 闽 鲁..),181
12/13/2015,2015146,16  17  21  28  30  32  15,368273034,3  (沪 粤),73
12/10/2015,2015145,07  08  15  19  20  24  13,327973844,14  (蒙 浙 桂 滇..),143
12/8/2015,2015144,01  04  07  15  28  32  16,330530758,6  (津 黑 浙 鲁..),110
12/6/2015,2015143,13  15  19  20  21  32  04,363104978,6  (津 沪 苏 浙..),75
12/3/2015,2015142,13  17  19  20  22  25  11,326956020,2  (吉 琼),66
11/26/2015,2015139,01  10  13  18  25  27  09,323569236,5  (苏 浙 鄂 湘),91
11/24/2015,2015138,01  02  08  16  19  24  11,317036346,11  (沪 苏 闽 鄂..),108
11/22/2015,2015137,14  22  23  27  28  31  12,357991902,2  (苏 鲁),74
11/19/2015,2015136,02  05  12  23  28  29  01,332169672,3  (浙 鄂 新),183
11/17/2015,2015135,01  12  14  18  26  32  07,323653256,6  (吉 鲁 豫 桂),85
11/15/2015,2015134,02  05  14  19  27  31  04,359304970,4  (京 浙 闽 鲁),198
11/12/2015,2015133,02  03  13  20  22  24  15,318320120,3  (冀 浙 川),78
11/10/2015,2015132,03  05  11  28  30  33  01,324697916,7  (冀 蒙 黑 皖..),72
11/8/2015,2015131,10  12  13  19  22  26  03,352871146,7  (浙 湘 渝),100
11/5/2015,2015130,06  14  15  16  17  22  10,329910968,5  (辽 皖 鄂 川..),179
11/3/2015,2015129,05  08  11  16  18  27  04,330274852,2  (冀 滇),122
11/1/2015,2015128,01  03  08  11  22  28  06,353929358,17  (晋 蒙 辽 吉..),188
10/29/2015,2015127,07  10  19  22  27  33  06,323385694,18  (冀 浙 皖 闽..),99
10/27/2015,2015126,10  11  15  20  23  29  12,321292184,11  (京 冀 吉 苏..),290
10/25/2015,2015125,05  13  22  27  30  33  10,342693238,7  (苏 皖 赣 滇..),69
10/22/2015,2015124,02  03  05  12  18  27  01,314656346,11  (京 浙 粤 琼..),117
10/20/2015,2015123,05  08  09  12  22  28  07,312976520,8  (苏 浙 闽 粤..),263
10/18/2015,2015122,05  07  11  16  22  25  07,340964698,14  (冀 蒙 辽 沪..),178
10/11/2015,2015119,02  08  10  18  23  31  08,336177996,6  (蒙 浙 赣 鲁..),112
10/8/2015,2015118,01  04  11  21  23  31  12,302094780,11  (京 蒙 黑 豫..),52
10/6/2015,2015117,04  11  12  18  26  32  12,276307776,3  (津 黑 湘),85
10/4/2015,2015116,04  06  15  23  26  28  11,298345670,7  (京 吉 苏 浙..),153
10/1/2015,2015115,01  07  08  14  24  32  03,275624372,10  (冀 辽 豫 川..),114
9/29/2015,2015114,04  07  09  13  21  26  01,297013542,13  (冀 辽 黑 沪..),259
9/27/2015,2015113,01  05  07  08  19  27  12,337101348,7  (辽 闽 豫 桂..),177
9/24/2015,2015112,01  03  10  19  20  27  11,306859802,4  (蒙 黑 粤),126
9/22/2015,2015111,08  14  16  18  20  30  12,307364620,7  (冀 蒙 辽 湘..),142
9/20/2015,2015110,05  07  16  17  22  23  04,340689020,11  (沪 苏 浙 闽..),189
9/17/2015,2015109,01  08  09  16  32  33  13,317531670,7  (辽 鲁 深圳 贵..),132
9/15/2015,2015108,02  12  19  22  24  27  15,309769258,9  (苏 浙 皖 粤..),136
9/13/2015,2015107,07  14  16  18  21  25  08,337547646,7  (黑 浙 赣 鄂..),96
9/10/2015,2015106,01  03  04  23  31  32  13,305793682,6  (辽 浙 赣 粤..),84
9/8/2015,2015105,09  10  16  19  20  26  12,304229202,12  (辽 吉 苏 鲁..),180
9/6/2015,2015104,09  18  21  23  25  26  01,332604432,0,87
9/3/2015,2015103,06  08  13  26  30  32  14,284270680,3  (津 浙 鲁),138
9/1/2015,2015102,07  09  12  14  21  23  06,300065068,5  (蒙 苏 浙 粤..),107
8/25/2015,2015099,06  07  10  11  14  22  09,297598058,5  (京 蒙 辽 浙..),91
8/23/2015,2015098,06  09  13  26  27  33  01,329104206,3  (冀 贵 陕),145
8/20/2015,2015097,09  12  14  20  26  27  04,298570222,11  (冀 辽 吉 浙..),827
8/18/2015,2015096,06  16  17  23  24  31  07,294260644,10  (沪 浙 皖 鲁..),100
8/16/2015,2015095,04  15  21  28  30  31  04,325059832,5  (浙 滇 陕 青),76
8/13/2015,2015094,01  04  06  13  16  17  10,295713760,5  (吉 鲁 粤),85
8/11/2015,2015093,01  03  13  21  25  31  08,292493392,4  (沪 鲁 深圳),97
8/9/2015,2015092,09  15  19  21  26  27  01,318089362,5  (沪 浙 桂 渝),359
8/6/2015,2015091,05  07  17  19  22  31  11,285818388,4  (闽 粤 桂),105
8/4/2015,2015090,10  12  14  22  25  33  15,282983042,2  (鲁 新),50
8/2/2015,2015089,12  14  19  27  28  29  01,311873350,3  (鄂 深圳 陕),94
7/30/2015,2015088,02  12  20  24  29  31  09,287667610,13  (晋 鲁 豫 粤),41
7/28/2015,2015087,09  15  16  19  20  28  11,280174514,1  (贵),136
7/26/2015,2015086,05  06  08  16  18  22  12,308129834,6  (晋 黑 湘 粤..),115
7/23/2015,2015085,02  08  25  27  28  29  05,285325214,3  (鄂 桂 甘),100
7/21/2015,2015084,15  18  20  22  28  29  15,281884996,2  (皖 鄂),69
7/19/2015,2015083,06  07  16  18  29  32  05,315704384,17  (津 蒙 沪 苏..),235
7/16/2015,2015082,02  08  09  14  28  30  07,288017344,6  (浙 鲁 鄂 川),97
7/9/2015,2015079,09  14  15  20  26  32  11,291775556,18  (浙 闽 赣 鲁..),157
7/7/2015,2015078,03  07  20  22  26  29  02,291936416,3  (鲁 甘),139
7/5/2015,2015077,01  06  08  10  13  27  16,324775100,3  (粤 贵),63
7/2/2015,2015076,01  09  10  19  23  27  09,294088268,17  (京 冀 辽 苏..),167
6/30/2015,2015075,06  11  13  19  21  32  04,292719690,2  (苏 渝),88
6/28/2015,2015074,04  07  21  25  26  29  08,320107256,2  (浙 川),79
6/25/2015,2015073,01  02  17  22  26  27  04,293054328,5  (苏 浙 鄂 川),103
6/23/2015,2015072,01  03  05  20  21  31  05,293363242,5  (苏 闽 湘),82
6/21/2015,2015071,08  18  20  28  29  31  08,308073950,14  (京 吉 苏 浙..),121
6/18/2015,2015070,01  07  13  19  21  29  15,294607168,5  (京 冀 沪 鲁..),105
6/16/2015,2015069,01  13  17  18  23  30  15,292089158,8  (黑 苏 鄂 粤..),108
6/14/2015,2015068,06  15  18  21  26  27  10,326767662,8  (辽 浙 皖 鲁..),188
6/11/2015,2015067,02  05  08  24  25  31  14,296388770,13  (闽 渝 川),163
6/9/2015,2015066,05  08  11  17  24  28  16,295073100,5  (京 浙 新),255
6/7/2015,2015065,08  10  14  19  26  29  12,326011866,7  (闽 赣 粤),127
6/4/2015,2015064,11  12  14  17  23  27  01,298850352,7  (辽 黑 赣 鲁..),163
6/2/2015,2015063,01  07  09  16  22  32  12,291740962,7  (冀 浙 鄂 湘..),183
5/31/2015,2015062,09  14  15  18  21  26  16,323470788,2  (京 黑),88
5/24/2015,2015059,02  06  09  16  25  32  14,327035284,3  (鲁 鄂 宁),64
5/21/2015,2015058,02  09  10  18  19  20  15,302422308,9  (辽 沪 苏 赣..),229
5/19/2015,2015057,09  20  24  25  26  32  04,298048220,4  (豫 滇 宁 新),69
5/17/2015,2015056,01  07  08  16  18  20  14,333455694,7  (皖 湘 桂),120
5/14/2015,2015055,01  10  15  18  19  28  02,308523870,6  (京 黑 琼 甘),102
5/12/2015,2015054,01  02  07  10  22  26  07,305342532,10  (辽 浙 鲁 豫..),82
5/10/2015,2015053,03  07  17  22  32  33  10,337772948,9  (黑 沪 皖 闽..),265
5/7/2015,2015052,02  04  11  16  25  26  12,312855530,17  (京 冀 辽 沪..),85
5/5/2015,2015051,04  10  24  26  28  32  09,311895918,3  (鲁 陕),107
5/3/2015,2015050,03  09  12  16  17  31  04,330490908,4  (黑 浙 粤 滇),82
4/30/2015,2015049,07  12  14  17  20  23  05,304091626,9  (冀 皖 鲁 粤),83
4/28/2015,2015048,13  16  17  22  25  27  10,314318648,13  (浙 湘 粤),61
4/26/2015,2015047,02  03  20  24  26  27  09,353219880,12  (京 苏 浙 闽..),68
4/23/2015,2015046,05  07  10  14  23  31  01,324849386,2  (吉 闽),81
4/21/2015,2015045,01  05  13  22  30  31  07,317791860,5  (苏 皖 鲁 川..),110
4/19/2015,2015044,02  03  04  13  14  16  02,361973072,44  (京 津 蒙 黑..),170
4/16/2015,2015043,11  12  15  24  26  27  15,333265010,11  (苏 桂),66
4/14/2015,2015042,09  10  19  21  23  32  08,328582874,18  (京 冀 蒙 辽..),138
4/7/2015,2015039,01  13  15  26  29  30  12,304495842,7  (蒙 吉 浙 皖..),85
4/5/2015,2015038,05  06  11  12  14  33  14,330881502,1  (琼),81
4/2/2015,2015037,05  07  12  18  28  31  03,311121894,0,232
3/31/2015,2015036,04  06  16  17  26  33  03,314978372,5  (沪 苏 鄂 川..),122
3/29/2015,2015035,01  08  09  22  24  33  03,354232116,13  (晋 辽 苏 浙..),226
3/26/2015,2015034,12  13  17  18  20  27  13,319035578,5  (苏 皖 鄂 粤..),201
3/24/2015,2015033,03  06  21  29  31  32  05,316147976,2  (滇),93
3/22/2015,2015032,11  14  16  18  29  32  16,356881788,6  (蒙 苏 豫 湘..),98
3/19/2015,2015031,01  05  07  22  26  32  11,322648288,10  (蒙 浙 皖 豫..),113
3/17/2015,2015030,08  11  14  15  16  26  07,313853770,6  (浙 皖 赣 陕),104
3/15/2015,2015029,07  14  15  19  21  28  07,350574266,7  (浙 豫 湘 深圳..),109
3/12/2015,2015028,04  07  10  26  27  28  14,318360502,8  (辽 皖 鄂 粤..),292
3/10/2015,2015027,05  07  09  16  26  29  07,313056664,26  (辽 吉 黑 苏..),147
3/8/2015,2015026,02  13  17  21  22  33  13,346132854,16  (京 冀 晋 粤..),131
3/5/2015,2015025,10  11  12  15  27  32  14,301966294,0,89
3/3/2015,2015024,09  11  16  18  23  24  10,297320432,6  (冀 晋 沪 浙..),83
3/1/2015,2015023,08  09  10  13  29  30  01,371421794,9  (辽 吉 鲁 渝..),297
2/26/2015,2015022,04  07  10  16  23  25  10,428626486,7  (津 沪 浙),242
2/12/2015,2015019,02  06  11  19  25  26  04,363865754,12  (京 蒙 辽 桂..),213
2/10/2015,2015018,06  09  12  14  28  29  09,356589678,10  (京 津 冀 沪..),207
2/8/2015,2015017,13  18  20  25  27  33  12,405548808,7  (京 闽 粤),73
2/5/2015,2015016,02  06  10  15  17  31  13,370190678,10  (蒙 苏 浙 闽..),96
2/3/2015,2015015,01  07  20  24  25  33  04,369504840,6  (黑 沪 浙 鲁..),94
2/1/2015,2015014,02  12  16  19  27  30  11,413004748,72  (京 津 冀 晋..),634
1/29/2015,2015013,08  09  24  25  26  29  01,371312910,12  (京 津 辽 吉..),155
1/27/2015,2015012,03  05  22  23  29  31  06,370574586,21  (津 晋 辽 沪..),91
1/25/2015,2015011,04  14  15  17  18  20  15,448888738,5  (苏 闽 豫 粤..),100
1/22/2015,2015010,01  02  03  08  21  31  09,408876968,7  (京 辽 吉 渝..),78
1/20/2015,2015009,04  07  14  17  21  25  14,406130598,13  (京 津 浙 皖..),171
1/18/2015,2015008,04  07  10  16  20  22  03,441162104,6  (津 冀 晋 苏..),146
1/15/2015,2015007,01  07  09  17  20  33  08,396557494,8  (津 湘 粤 深圳..),96
1/13/2015,2015006,01  10  11  29  31  33  13,381704996,7  (沪 豫 粤 陕..),156
1/11/2015,2015005,07  10  16  17  18  32  15,434233966,7  (京 津 蒙 鄂..),142
1/8/2015,2015004,02  14  15  16  23  24  10,391871604,5  (辽 皖 粤 桂),84
1/6/2015,2015003,10  15  20  23  24  31  15,389418150,5  (蒙 沪 浙 赣..),98
1/4/2015,2015002,07  15  16  25  28  32  05,445131362,13  (津 冀 晋 浙..),152
12/28/2014,2014151,04  05  08  11  21  27  08,436728282,13  (津 冀 吉 苏..),195
12/25/2014,2014150,03  08  14  22  24  32  09,393965122,9  (晋 蒙 辽 沪..),161
12/23/2014,2014149,07  09  10  15  19  33  01,386664128,2  (沪),154
12/21/2014,2014148,01  02  05  12  15  16  13,425097618,9  (冀 吉 沪 赣..),133
12/18/2014,2014147,06  07  22  26  31  32  10,385071740,4  (蒙 鄂 粤 桂),93
12/16/2014,2014146,01  06  13  20  29  32  01,383982986,3  (蒙 沪),100
12/14/2014,2014145,10  12  13  23  26  29  11,428104998,9  (京 辽 苏 鲁..),142
12/11/2014,2014144,03  05  06  09  10  27  14,379438954,6  (冀 浙 鲁 湘..),191
12/9/2014,2014143,03  12  18  20  25  26  16,375707362,14  (京 晋 吉 琼..),197
12/7/2014,2014142,06  21  22  23  25  28  13,419262206,5  (黑 皖 湘 深圳..),100
12/4/2014,2014141,08  09  11  16  21  24  10,374573402,22  (京 黑 苏 浙..),168
12/2/2014,2014140,06  10  11  14  17  33  06,369928040,5  (蒙 黑 苏 浙..),102
11/30/2014,2014139,01  14  15  20  25  29  11,416872552,10  (沪 浙 粤 渝..),102
11/27/2014,2014138,04  06  13  29  31  33  13,379450576,5  (冀 黑 豫 粤..),126
11/25/2014,2014137,03  06  09  11  25  29  09,377779080,27  (京 津 晋 辽..),223
11/23/2014,2014136,03  16  19  27  31  32  10,419949224,1  (黑),112
11/20/2014,2014135,02  04  11  13  25  33  01,380304722,4  (京 苏 粤 渝),210
11/18/2014,2014134,05  16  22  23  26  28  02,374813426,7  (晋 苏 鲁 鄂..),124
11/11/2014,2014131,05  17  21  22  28  32  14,396591384,7  (京 蒙 黑 苏..),211
11/9/2014,2014130,01  02  10  24  30  33  10,402591108,3  (闽 粤 川),77
11/6/2014,2014129,05  08  09  20  28  32  02,359082268,7  (冀 辽 浙 闽..),207
11/4/2014,2014128,05  07  08  17  18  24  14,358520804,10  (辽 吉 闽 豫..),180
11/2/2014,2014127,02  10  12  21  23  27  12,405427926,15  (津 冀 吉 黑..),189
10/30/2014,2014126,06  11  16  17  22  27  01,374635140,28  (冀 晋 蒙 黑..),425
10/28/2014,2014125,10  11  15  26  31  32  06,369171242,5  (黑 鲁 豫 粤..),84
10/26/2014,2014124,02  17  20  24  31  33  04,414603564,3  (浙 粤 桂),72
10/23/2014,2014123,01  06  11  17  28  33  05,374248054,31  (冀 苏 浙 赣..),447
10/21/2014,2014122,06  09  11  16  20  29  11,372450634,16  (蒙 沪 苏 浙..),156
10/19/2014,2014121,01  02  13  22  28  30  09,414246034,15  (冀 蒙 吉 黑..),265
10/16/2014,2014120,01  07  12  16  23  28  04,380941988,23  (京 蒙 沪 苏..),375
10/14/2014,2014119,06  13  17  20  26  29  09,374297910,16  (蒙 沪 苏 皖..),138
10/12/2014,2014118,05  07  15  18  26  30  03,412610364,15  (京 津 冀 蒙..),328
10/9/2014,2014117,05  10  17  25  28  29  04,376251864,9  (冀 蒙 浙 赣..),316
10/7/2014,2014116,09  10  14  15  19  29  16,355472106,8  (浙 闽 渝 滇),178
10/5/2014,2014115,01  09  10  11  13  32  03,393986920,107  (京 晋 黑 沪..),176
10/2/2014,2014114,02  07  23  30  32  33  10,336622164,4  (蒙 吉 赣 贵),64
9/25/2014,2014111,02  08  17  20  22  28  02,391471380,5  (吉 沪 浙 深圳),86
9/23/2014,2014110,01  08  11  13  19  30  06,384948858,4  (鲁 粤 渝 陕),143
9/21/2014,2014109,02  05  11  15  19  28  02,437600916,16  (沪 苏 闽 赣..),304
9/18/2014,2014108,03  08  09  20  23  28  02,393047674,14  (京 津 冀 黑..),357
9/16/2014,2014107,11  14  17  22  25  27  16,387176276,5  (黑 浙 豫 滇),117
9/14/2014,2014106,09  14  17  18  21  25  15,422052940,4  (黑 沪 浙 陕),124
9/11/2014,2014105,14  16  17  19  27  32  04,379715550,6  (京 黑 豫 鄂..),67
9/9/2014,2014104,02  06  12  19  27  28  13,358170510,5  (京 浙 鄂 桂..),372
9/7/2014,2014103,03  08  09  10  18  33  04,396768732,8  (晋 蒙 皖 鄂..),179
9/4/2014,2014102,14  16  21  24  28  31  13,368749750,3  (黑 沪 赣),80
9/2/2014,2014101,16  18  20  23  24  32  07,359712392,2  (京 皖),61
8/31/2014,2014100,01  06  09  10  14  16  11,401949134,3  (苏 湘),90
8/28/2014,2014099,01  05  10  11  13  32  14,358086522,4  (京 沪 豫),47
8/26/2014,2014098,02  13  17  20  29  31  07,353151800,5  (赣 粤 渝 贵),77
8/24/2014,2014097,07  13  24  25  27  32  15,390727104,3  (沪 深圳 桂),148
8/21/2014,2014096,12  14  17  19  22  24  08,357432576,4  (京 湘 川 滇),86
8/19/2014,2014095,05  06  08  14  22  31  08,348187212,5  (京 辽 粤 渝),134
8/17/2014,2014094,01  10  18  20  23  29  01,394513356,2  (津 渝),79
8/10/2014,2014091,01  05  12  19  27  29  14,395683536,7  (晋 黑 浙 鲁..),148
8/7/2014,2014090,05  09  11  19  24  32  13,361007810,17  (京 津 蒙 辽..),201
8/5/2014,2014089,04  06  14  17  27  30  09,349996988,15  (京 沪 浙 闽..),145
8/3/2014,2014088,03  06  11  14  16  29  15,378895304,4  (晋 鲁 粤),100
7/31/2014,2014087,06  18  22  23  32  33  06,346294212,6  (京 晋 黑 赣..),89
7/29/2014,2014086,02  04  10  12  14  30  08,342885520,6  (辽 川),147
7/27/2014,2014085,01  02  11  19  23  29  08,383964576,15  (吉 浙 鄂 粤..),106
7/24/2014,2014084,01  06  09  10  13  25  08,348439746,6  (冀 沪 鲁 深圳..),107
7/22/2014,2014083,05  06  19  21  23  33  12,342671260,6  (辽 黑 赣 豫..),111
7/20/2014,2014082,02  04  20  25  26  29  11,376072870,6  (冀 闽),90
7/17/2014,2014081,08  14  22  24  27  29  10,345588442,6  (京 辽 沪 粤),88
7/15/2014,2014080,05  14  16  17  25  30  07,339602048,1  (晋),254
7/13/2014,2014079,02  07  16  22  27  28  02,371546996,7  (京 蒙 辽 苏..),168
7/10/2014,2014078,02  03  05  06  09  17  07,340877252,9  (京 冀 蒙 苏..),112
7/8/2014,2014077,08  09  12  15  19  22  10,335080206,8  (辽 沪 浙 赣..),140
